addr_street,bathrooms,bedrooms,lat,lng,parking_space,price,property_id,property_type,year,Shopping_center_id,Distance_to_sc,Hospital_id,Distance_to_hospital,Supermarket_id,Distance_to_supermaket,Train_station_id,Distance_to_train_station,suburb,travel_min_to_CBD,Transfer_flag
57 Garnett Street,1.0,3.0,-37.905562,145.111686,2.0,11200000.0,76311.0,house,2013.0,SC_087,3260,hospital_166,862,S_169,2348,19916,1019,HUNTINGDALE,35,0
33 Campbell Street,2.0,4.0,-37.918822,145.032497,1.0,19040000.0,95558.0,house,2014.0,SC_046,2358,hospital_110,1628,S_107,847,19939,424,BENTLEIGH,37,0
1/32 Elm Grove,1.0,2.0,-37.824778,144.999897,0.0,11440000.0,52045.0,house,2015.0,SC_038,1905,hospital_122,624,S_076,1731,19907,307,RICHMOND,6,0
3 Berkeley Close,1.0,3.0,-37.675427,144.942728,1.0,4329000.0,18608.0,house,2015.0,SC_072,3287,hospital_104,3382,S_153,1880,19960,1099,BROADMEADOWS,39,0
1/5 Ericksen Street,1.0,2.0,-37.942052,145.14695,1.0,2790000.0,78501.0,house,2013.0,SC_073,5253,hospital_076,3234,S_075,1336,19914,815,SPRINGVALE,41,0
12 Merribah Way,2.0,3.0,-37.847739,144.723314,2.0,5950000.0,9283.0,house,2014.0,SC_053,1637,hospital_073,5061,S_007,2789,46468,3250,TRUGANINA,32,0
111 Graham Road,3.0,4.0,-37.737539,145.08253,1.0,9100000.0,41492.0,house,2014.0,SC_017,2373,hospital_066,2687,S_100,2707,19936,1560,VIEWBANK,27,0
14 Boonah Street,1.0,3.0,-37.956496,145.149411,2.0,2456000.0,78618.0,house,2011.0,SC_057,4546,hospital_124,3003,S_075,387,19913,854,SPRINGVALE,43,0
763 Doncaster Road,1.0,3.0,-37.786555,145.134681,1.0,9180000.0,51655.0,house,2011.0,SC_091,766,hospital_194,2258,S_188,940,20042,3818,DONCASTER,31,0
80 Tiverton Drive,1.0,3.0,-37.929181,145.182604,1.0,4833000.0,78399.0,house,2014.0,SC_073,2568,hospital_161,2877,S_067,918,19913,3416,MULGRAVE,43,0
10 Fuge Street,1.0,3.0,-37.94638062,145.0286713,1.0,10710000.0,88385.0,house,2008.0,SC_079,1130,hospital_110,1645,S_214,584,19872,1180,HIGHETT,39,0
352 Boronia Road,1.0,3.0,-37.858232,145.258741,2.0,6580000.0,73580.0,house,2014.0,SC_032,5705,hospital_002,885,S_139,1843,19870,2014,BORONIA,0,1
44 Tennyson Street,3.0,4.0,-37.954917,145.012333,2.0,14490000.0,89537.0,house,2012.0,SC_079,2603,hospital_058,930,S_214,1363,19948,852,SANDRINGHAM,28,0
31 Euston Road,2.0,3.0,-37.894029,145.080248,2.0,14820000.0,76078.0,house,2010.0,SC_087,635,hospital_166,2333,S_167,635,19918,248,HUGHESDALE,31,0
14 Glencairn Avenue,2.0,3.0,-38.017633,145.278282,2.0,3640000.0,96510.0,house,2013.0,SC_077,2971,hospital_069,2764,S_212,1812,19885,745,HALLAM,58,0
50 Bolwarra Street,2.0,3.0,-37.880068,145.103464,2.0,6300000.0,70825.0,house,2010.0,SC_042,1093,hospital_166,2147,S_112,1740,19840,1045,CHADSTONE,27,0
76 Cimberwood Drive,1.0,3.0,-37.59004593,144.9275665,2.0,4130000.0,27704.0,house,2009.0,SC_016,1251,hospital_104,6780,S_178,718,40221,1909,CRAIGIEBURN,0,1
35 Dallas Avenue,1.0,3.0,-37.904801,145.081925,1.0,7848000.0,76108.0,house,2011.0,SC_087,1823,hospital_166,2200,S_167,1823,19917,746,HUGHESDALE,33,0
2 Grigg Avenue,1.0,3.0,-37.836036,145.192264,0.0,12000000.0,60560.0,house,2016.0,SC_088,2169,hospital_010,2852,S_202,1952,19900,2006,VERMONT,40,0
9 Sainsbury Avenue,1.0,3.0,-37.715351,145.098114,1.0,9150000.0,45588.0,house,2014.0,SC_017,5198,hospital_075,1326,S_020,1198,19984,1352,GREENSBOROUGH,33,0
54 Highland Boulevard,2.0,4.0,-37.791947,145.255113,2.0,5830000.0,62099.0,house,2012.0,SC_022,2585,hospital_164,1760,S_157,585,19879,2270,RINGWOOD,46,0
7 Victoria Street,2.0,5.0,-37.79001,144.83681,2.0,9460000.0,6963.0,house,2016.0,SC_102,901,hospital_174,1422,S_080,988,20021,382,SUNSHINE,25,0
41 Carinish Road,2.0,3.0,-37.918221,145.112786,2.0,12155000.0,76839.0,house,2014.0,SC_087,4302,hospital_077,686,S_169,1000,19915,990,CLAYTON,38,0
8A Olive Street,1.0,3.0,-37.71904755,145.0040588,1.0,5775000.0,35706.0,house,2008.0,SC_103,2293,hospital_139,553,S_085,2015,20010,353,RESERVOIR,32,0
322 Nepean Highway,1.0,3.0,-37.989082,145.079995,1.0,4284000.0,93234.0,house,2013.0,SC_003,2150,hospital_001,651,S_003,609,19864,549,PARKDALE,40,0
3 Oak Street,1.0,4.0,-37.989687,145.040226,2.0,22440000.0,91531.0,house,2010.0,SC_079,4514,hospital_055,1498,S_011,2147,19865,2354,BEAUMARIS,38,0
11 Wright Street,2.0,4.0,-37.720765,144.99975,2.0,4842000.0,33632.0,house,2011.0,SC_103,2103,hospital_139,385,S_030,1731,20010,770,RESERVOIR,32,0
36 Nelson Street,1.0,3.0,-37.948855,145.0101,0.0,16650000.0,89476.0,house,2011.0,SC_046,2689,hospital_036,908,S_214,1123,19948,513,SANDRINGHAM,28,0
30 Ibbottson Street,1.0,4.0,-37.709155,145.085041,0.0,8177000.0,43707.0,house,2010.0,SC_017,5388,hospital_075,1888,S_020,1413,19984,228,WATSONIA,33,0
9 Cormac Street,1.0,3.0,-37.747663,145.015305,1.0,5928000.0,33263.0,house,2010.0,SC_103,1480,hospital_035,1819,S_105,1095,20013,1353,PRESTON,25,0
7 Union Street,1.0,4.0,-37.789341,144.843675,0.0,5310000.0,6962.0,house,2016.0,SC_102,1182,hospital_174,1626,S_080,1265,20021,954,SUNSHINE,25,0
4 Gordon Street,2.0,5.0,-37.93003464,144.9946137,2.0,34200000.0,87691.0,house,2009.0,SC_046,3981,hospital_036,1594,S_088,1037,19950,621,HAMPTON,23,0
99 Powell Street,1.0,2.0,-37.82116318,144.8843231,1.0,4266000.0,3989.0,house,2007.0,SC_033,3359,hospital_056,3124,S_201,2571,19996,770,YARRAVILLE,15,0
2/453 Canterbury Road,3.0,4.0,-37.836169,145.192997,2.0,14977000.0,60579.0,house,2015.0,SC_088,2215,hospital_010,2864,S_202,2009,19900,2023,VERMONT,40,0
31 Lebanon Crescent,1.0,3.0,-37.93056488,145.1575012,1.0,4208000.0,77924.0,house,2009.0,SC_073,3682,hospital_076,3387,S_075,2602,19914,1861,MULGRAVE,41,0
17B Clendon Road,3.0,3.0,-37.849445,145.015333,2.0,6800000.0,67901.0,house,2010.0,SC_038,1167,hospital_132,769,S_115,898,19946,193,TOORAK,22,0
5 Opal Court,2.0,3.0,-37.76713943,145.3681946,2.0,4048000.0,67538.0,house,2009.0,SC_084,4878,hospital_113,1312,S_081,1824,19876,2218,LILYDALE,59,0
35 Whitworth Avenue,1.0,3.0,-37.940108,145.150755,1.0,11004000.0,79003.0,house,2011.0,SC_073,4873,hospital_076,3345,S_075,1490,19914,1062,SPRINGVALE,41,0
7 Thorburn Road,2.0,4.0,-37.941264,145.018737,2.0,11360000.0,87923.0,house,2014.0,SC_046,1732,hospital_036,1325,S_214,549,19949,1559,HAMPTON,26,0
3 Challis Street,1.0,4.0,-37.848706,144.872039,1.0,8060000.0,4338.0,house,2010.0,SC_033,3309,hospital_141,2294,S_056,2694,19994,1215,NEWPORT,20,0
2-4 Tiernan Street,1.0,3.0,-37.751679,145.017286,2.0,3150000.0,32392.0,house,2010.0,SC_047,1857,hospital_035,1501,S_105,1203,20013,1654,PRESTON,25,0
23 Gladstone Avenue,1.0,3.0,-37.862646,145.023192,1.0,6372000.0,68391.0,house,2013.0,SC_023,2294,hospital_092,455,S_013,338,19944,669,ARMADALE,19,0
3 Selborne Close,2.0,4.0,-37.853601,145.237029,2.0,5160000.0,71405.0,house,2012.0,SC_032,4604,hospital_179,954,S_226,2076,19871,2890,WANTIRNA,0,1
10 Spence Street,2.0,5.0,-37.853357,145.107442,0.0,15000000.0,56120.0,house,2015.0,SC_042,3014,hospital_089,1252,S_112,1888,19840,2290,BURWOOD,27,0
14 Jindalee Avenue,2.0,4.0,-37.725646,145.102599,0.0,3870000.0,42844.0,house,2012.0,SC_017,4498,hospital_075,2301,S_020,2342,19986,2025,YALLAMBIE,40,0
5 Waratah Avenue,2.0,3.0,-37.993732,145.095351,2.0,21760000.0,93457.0,house,2016.0,SC_003,2575,hospital_001,2005,S_119,1766,19863,1581,MORDIALLOC,44,0
38 Parkhill Road,1.0,4.0,-37.804558,145.042563,2.0,16400000.0,48378.0,house,2015.0,SC_083,1874,hospital_064,683,S_039,1033,19904,1957,KEW,20,0
19 Ellen Court,1.0,4.0,-37.69844437,145.1177368,2.0,6986000.0,44475.0,house,2009.0,SC_051,4614,hospital_075,1283,S_210,1433,19985,1036,GREENSBOROUGH,37,0
310 High Street,1.0,3.0,-37.86472,145.087969,2.0,24480000.0,69936.0,house,2015.0,SC_042,1438,hospital_098,278,S_112,543,19848,657,ASHBURTON,32,0
4 Eastwood Place,2.0,3.0,-37.60462952,144.9131165,2.0,5056000.0,26771.0,house,2009.0,SC_016,1309,hospital_104,5168,S_178,2189,40221,2682,CRAIGIEBURN,0,1
9 Hopetoun Street,2.0,3.0,-37.769429,145.004494,2.0,8730000.0,30482.0,house,2014.0,SC_001,3286,hospital_035,783,S_105,2045,20016,812,NORTHCOTE,20,0
21 Menarra Street,1.0,3.0,-37.78143311,145.1062164,1.0,9552000.0,51041.0,house,2009.0,SC_091,1849,hospital_194,1199,S_046,1111,19896,4229,DONCASTER,33,0
7 Tadema Crescent,2.0,3.0,-37.711324,145.163731,2.0,6048000.0,47477.0,house,2015.0,SC_051,4206,hospital_075,5142,S_194,649,19987,1422,ELTHAM,44,0
15 Edward Avenue,1.0,4.0,-37.975162,145.212045,2.0,9180000.0,80828.0,house,2013.0,SC_112,1353,hospital_033,408,S_183,869,19888,1660,DANDENONG,53,0
9a Albert Road,2.0,3.0,-37.757189,145.362503,2.0,4741000.0,67790.0,house,2010.0,SC_084,4275,hospital_151,726,S_233,1104,19876,1315,LILYDALE,59,0
94 Manningham Road,1.0,3.0,-37.767324,145.092612,2.0,7620000.0,50446.0,house,2011.0,SC_009,196,hospital_193,2091,S_154,164,19935,3032,BULLEEN,26,0
19 Jenkins Street,2.0,3.0,-38.005331,145.10071,1.0,10115000.0,92870.0,house,2012.0,SC_003,3941,hospital_001,2942,S_119,1267,19863,1153,MORDIALLOC,44,0
36 Pridham Street,1.0,2.0,-37.851806,145.00454,0.0,7425000.0,83931.0,house,2011.0,SC_066,1086,hospital_132,460,S_115,423,19947,830,PRAHRAN,20,0
17 Dirkala Avenue,3.0,4.0,-37.838161,145.240183,2.0,8310000.0,62605.0,house,2016.0,SC_032,2999,hospital_179,1677,S_139,2408,19871,1160,HEATHMONT,0,1
31 TIMMS AVENUE,1.0,3.0,-37.79567,145.303038,2.0,5172000.0,64256.0,house,2013.0,SC_022,1796,hospital_164,4384,S_224,965,19877,1468,CROYDON,54,0
54 Rathcown Road,1.0,2.0,-37.71013,145.02942,2.0,7531000.0,35195.0,house,2010.0,SC_047,3164,hospital_025,1430,S_225,1646,20009,1770,RESERVOIR,33,0
222 Widford Street,1.0,3.0,-37.687692,144.926909,1.0,5460000.0,18487.0,house,2015.0,SC_059,3696,hospital_104,4157,S_153,1164,20030,824,BROADMEADOWS,35,0
87 Chirnside Street,1.0,3.0,-37.80825,144.882881,0.0,7560000.0,2548.0,house,2007.0,SC_043,2484,hospital_056,1707,S_201,1571,20023,748,KINGSVILLE,19,0
4 Plant Street,2.0,4.0,-37.851375,145.032959,1.0,20520000.0,69140.0,house,2012.0,SC_038,2482,hospital_157,1272,S_235,1043,19911,803,MALVERN,14,0
55 Meakin Street,1.0,3.0,-37.69965,145.088031,2.0,3704000.0,43850.0,house,2011.0,SC_062,5344,hospital_075,1685,S_020,1199,19984,1312,WATSONIA NORTH,33,0
9 Studley Court,1.0,3.0,-37.863555,144.767535,1.0,5316000.0,9210.0,house,2011.0,SC_092,4729,hospital_073,7868,S_007,2213,19923,446,LAVERTON,30,0
,,,,,,,,,,SC_001,0,hospital_001,0,S_001,0,15351,0,,50,0
17 Queen Street (Enter via Third Street),1.0,1.0,-37.985407,145.072257,0.0,4800000.0,92820.0,house,2015.0,SC_003,2168,hospital_001,582,S_003,455,19865,736,PARKDALE,38,0
19 Henry Street,1.0,2.0,-37.820861,145.042984,1.0,7736000.0,54192.0,house,2013.0,SC_083,651,hospital_127,862,S_208,669,19903,304,HAWTHORN,22,0
187 Elder Street,1.0,2.0,-37.716705,145.101626,1.0,7616000.0,44467.0,house,2010.0,SC_017,5234,hospital_075,1341,S_020,1344,19985,1534,GREENSBOROUGH,37,0
79 Yarrbat Avenue,2.0,5.0,-37.809299,145.092184,2.0,37650000.0,49722.0,house,2012.0,SC_020,2816,hospital_117,2142,S_136,1010,19896,1627,BALWYN,33,0
8 Cross Terrace,1.0,3.0,-37.698845,144.90634,2.0,5360000.0,17718.0,house,2015.0,SC_059,2224,hospital_184,4838,S_209,1747,20031,934,GLENROY,0,1
4 Abbeygate Street,1.0,2.0,-37.904676,145.090424,1.0,12736000.0,76153.0,house,2010.0,SC_087,1969,hospital_166,1493,S_167,1968,19917,513,OAKLEIGH,33,0
30 Princes Street,1.0,4.0,-37.706061,145.080458,1.0,5120000.0,43711.0,house,2010.0,SC_017,5631,hospital_037,2096,S_020,1733,19984,619,WATSONIA,33,0
9 Aitken Drive,2.0,3.0,-37.71644,144.770124,1.0,3850000.0,13550.0,house,2010.0,SC_048,3119,hospital_057,6269,S_094,1662,20000,1741,DELAHEY,39,0
16 Maralee Place,2.0,5.0,-37.77758,145.116703,0.0,10880000.0,50871.0,house,2009.0,SC_091,1336,hospital_194,490,S_046,505,20042,4654,DONCASTER,31,0
26 Gardiner Street,1.0,3.0,-37.750865,145.353676,2.0,4455000.0,67283.0,house,2015.0,SC_084,3590,hospital_151,323,S_233,857,19876,737,LILYDALE,59,0
24B Munro Street,2.0,3.0,-37.916716,144.994368,2.0,16900000.0,86413.0,house,2016.0,SC_046,4619,hospital_156,603,S_009,199,19951,244,BRIGHTON,22,0
97 McLeod Road,1.0,3.0,-38.07211304,145.1336823,2.0,2880000.0,94260.0,house,2009.0,SC_070,4649,hospital_043,8510,S_077,2518,19858,1034,CARRUM,53,0
98 Tarrengower Street,1.0,2.0,-37.817158,144.887585,0.0,8288000.0,3985.0,house,2012.0,SC_043,3478,hospital_056,2677,S_201,2043,19996,252,YARRAVILLE,15,0
22 Northcott Avenue,1.0,3.0,-37.78409958,145.2975617,1.0,4220000.0,63960.0,house,2009.0,SC_022,2098,hospital_164,4534,S_181,1969,19877,1307,CROYDON,54,0
1/1 Koomba Road,2.0,3.0,-37.852779,145.220324,2.0,6984000.0,70980.0,house,2014.0,SC_032,4517,hospital_008,678,S_226,1566,19871,3456,WANTIRNA,0,1
37 Wilson Street,1.0,3.0,-37.9629,145.059946,2.0,10132000.0,90612.0,house,2013.0,SC_079,2256,hospital_082,386,S_023,526,19866,630,CHELTENHAM,36,0
3 Sunshine Avenue,1.0,2.0,-37.82302856,145.1974335,1.0,7650000.0,59800.0,house,2009.0,SC_088,1623,hospital_010,1430,S_202,1867,19900,736,MITCHAM,40,0
1/196 Greenhills Road,1.0,2.0,-37.689021,145.049163,2.0,4420000.0,39338.0,house,2012.0,SC_062,5247,hospital_041,1243,S_155,1188,20007,3221,BUNDOORA,38,0
34 Dunbar Avenue,1.0,3.0,-37.798258,144.825957,1.0,7740000.0,6638.0,house,2013.0,SC_102,1895,hospital_174,2361,S_130,1751,20021,1241,SUNSHINE,25,0
8 Arkle Street,1.0,2.0,-37.854037,145.003743,1.0,12840000.0,84376.0,house,2014.0,SC_066,1166,hospital_012,443,S_115,680,19946,964,PRAHRAN,22,0
187 Kambrook Road,2.0,5.0,-37.884557,145.033691,2.0,22920000.0,74269.0,house,2015.0,SC_023,1231,hospital_080,1593,S_166,626,19942,944,CAULFIELD,32,0
94 O'Connor Court,1.0,3.0,-37.70950699,144.9972839,2.0,9180000.0,35792.0,house,2009.0,SC_103,3373,hospital_139,899,S_030,2542,20009,1092,RESERVOIR,33,0
17 Bowral Loop,2.0,4.0,-37.578591,144.933456,2.0,6749000.0,25616.0,house,2015.0,SC_005,1231,hospital_104,8108,S_178,1715,40221,2727,CRAIGIEBURN,0,1
67 Fairway Drive,2.0,3.0,-37.901909,145.270343,2.0,12048000.0,82859.0,house,2014.0,SC_049,3431,hospital_150,3787,S_199,2268,19868,3138,ROWVILLE,24,0
490 Maroondah Highway,1.0,3.0,-37.75337219,145.3664703,1.0,5760000.0,67510.0,house,2009.0,SC_084,4654,hospital_151,875,S_233,1538,19876,1668,LILYDALE,59,0
31 Robeson Street,2.0,4.0,-37.747833,144.986137,1.0,9900000.0,32599.0,house,2013.0,SC_103,1667,hospital_144,1587,S_105,1581,20013,1259,PRESTON,25,0
9 Verdant Drive,1.0,3.0,-37.99549,145.171756,1.0,3240000.0,80586.0,house,2012.0,SC_057,337,hospital_096,217,S_079,276,19889,2590,KEYSBOROUGH,50,0
10 Beckwith Street,1.0,3.0,-37.7384,144.96473,2.0,14912000.0,21733.0,house,2014.0,SC_030,1448,hospital_084,1834,S_172,365,19965,455,COBURG,28,0
657 Whitehorse Road,1.0,3.0,-37.816347,145.209152,1.0,5895000.0,60190.0,house,2014.0,SC_032,1774,hospital_010,1477,S_040,1791,19901,427,MITCHAM,42,0
189 Nicholson Street,1.0,3.0,-37.743601,144.977615,1.0,6798000.0,22158.0,house,2014.0,SC_103,2188,hospital_144,1522,S_173,1012,19965,1264,COBURG,28,0
596 Upper Heidelberg Road,1.0,3.0,-37.747711,145.058071,0.0,5995000.0,42427.0,house,2012.0,SC_017,1284,hospital_066,900,S_100,1567,19936,890,HEIDELBERG,27,0
36 Barry Street,1.0,4.0,-37.771637,144.953251,0.0,11700000.0,21121.0,house,2013.0,SC_011,3477,hospital_102,1204,S_074,628,19969,608,BRUNSWICK,20,0
190 Gooch Street,1.0,2.0,-37.75967,145.014445,1.0,8635000.0,30892.0,house,2012.0,SC_103,2491,hospital_035,683,S_105,1349,20014,1488,THORNBURY,23,0
57 Nelson Road,2.0,3.0,-37.746493,145.346945,1.0,3960000.0,67587.0,house,2012.0,SC_084,3182,hospital_151,1089,S_233,1308,19876,1006,LILYDALE,59,0
22 Park Avenue,2.0,3.0,-37.958104,145.022251,2.0,19050000.0,89347.0,house,2014.0,SC_079,1930,hospital_058,483,S_214,1412,19948,1777,SANDRINGHAM,28,0
9 Somerlayton Crescent,1.0,3.0,-37.695734,144.973405,2.0,4800000.0,24626.0,house,2010.0,SC_030,4568,hospital_139,3259,S_161,1501,19961,1393,FAWKNER,35,0
202 Wattle Valley Road,2.0,4.0,-37.845902,145.080322,2.0,20400000.0,55270.0,house,2013.0,SC_099,3098,hospital_089,1767,S_160,1464,19850,469,CAMBERWELL,31,0
11 The Greenway,2.0,4.0,-37.609054,144.915687,2.0,5352000.0,25152.0,house,2015.0,SC_016,1808,hospital_104,4654,S_178,2327,40221,2566,CRAIGIEBURN,0,1
62 Rochester Road,2.0,4.0,-37.817909,145.082503,0.0,24440000.0,49669.0,house,2015.0,SC_099,2267,hospital_117,3031,S_160,2154,19893,740,BALWYN,28,0
21 Hilda Street,1.0,3.0,-37.754838,144.932513,0.0,5616000.0,14068.0,house,2012.0,SC_030,2939,hospital_128,1954,S_025,1739,20036,1326,ESSENDON,0,1
1/155 Dorset Road,1.0,3.0,-37.868558,145.284661,2.0,6020000.0,72718.0,house,2015.0,SC_049,3545,hospital_049,685,S_146,739,19869,902,BORONIA,3,0
19 Portland Street,1.0,3.0,-37.937234,145.202763,2.0,10288000.0,77610.0,house,2015.0,SC_073,3750,hospital_161,922,S_067,1260,19890,4036,MULGRAVE,48,0
6 Lugarno Court,2.0,4.0,-37.98335648,145.1663513,0.0,3520000.0,80396.0,house,2009.0,SC_057,1209,hospital_096,1214,S_079,1206,19890,2020,KEYSBOROUGH,48,0
8 Heather Avenue,1.0,3.0,-37.822321,144.847844,0.0,12900000.0,2522.0,house,2013.0,SC_033,493,hospital_056,4683,S_056,1459,20022,2891,BROOKLYN,21,0
7 Sky Lane,2.0,4.0,-37.867502,145.08345,2.0,16380000.0,70282.0,house,2014.0,SC_042,1304,hospital_098,416,S_112,913,19847,345,ASHBURTON,0,1
224 Ballarat Road,1.0,2.0,-37.790287,144.88786,1.0,9674000.0,653.0,house,2016.0,SC_085,1879,hospital_003,243,S_201,1467,20023,1301,FOOTSCRAY,19,0
3 Chapel Court,2.0,4.0,-37.78272247,145.1391602,2.0,11220000.0,51196.0,house,2009.0,SC_091,1256,hospital_194,2351,S_188,1416,19897,4238,DONCASTER,37,0
29 Marlborough Street,1.0,2.0,-37.718867,144.970645,1.0,6290000.0,24272.0,house,2014.0,SC_030,2352,hospital_139,2418,S_030,1649,19963,853,FAWKNER,32,0
42 Grove Road,3.0,4.0,-37.595194,144.909257,2.0,6300000.0,26927.0,house,2012.0,SC_016,479,hospital_104,6256,S_178,2186,40221,3093,CRAIGIEBURN,0,1
27 McKinnon Road,1.0,2.0,-37.9096646,145.0279058,1.0,9555000.0,95360.0,house,2011.0,SC_046,3445,hospital_126,1256,S_107,1661,19940,915,MCKINNON,36,0
Lot 621 Swamphen Drive,2.0,4.0,-37.85660553,144.7422791,2.0,2000000.0,9715.0,house,2009.0,SC_053,3391,hospital_073,5966,S_007,1212,46468,1544,WILLIAMS LANDING,32,0
10 Christine Street,1.0,3.0,-37.74011,145.088934,1.0,5250000.0,41404.0,house,2011.0,SC_017,2502,hospital_066,2924,S_100,2784,19936,2030,VIEWBANK,27,0
5 Wallace Crescent,2.0,3.0,-37.977121,145.049782,1.0,10990000.0,91708.0,house,2010.0,SC_079,3207,hospital_055,375,S_011,1214,19866,1238,BEAUMARIS,36,0
11 Howard Street,2.0,2.0,-37.832784,144.99737,2.0,8820000.0,52135.0,house,2009.0,SC_038,1291,hospital_196,586,S_102,1273,19907,711,RICHMOND,6,0
14a Joyce Street,3.0,3.0,-37.88934708,144.9895783,2.0,23400000.0,84665.0,house,2009.0,SC_015,2428,hospital_116,1788,S_193,1466,19954,1118,ELWOOD,16,0
14 Kyneton Avenue,1.0,3.0,-37.718162,145.025511,0.0,5768000.0,33836.0,house,2014.0,SC_047,2308,hospital_025,1560,S_225,802,20010,1636,RESERVOIR,32,0
20 Ruby Street,1.0,2.0,-37.744933,145.016419,2.0,5445000.0,32246.0,house,2012.0,SC_103,1405,hospital_035,2138,S_105,1316,20013,1433,PRESTON,25,0
119 Stanhope Street,3.0,4.0,-37.859143,145.039655,2.0,35250000.0,68766.0,house,2012.0,SC_023,1919,hospital_183,502,S_235,950,19911,1103,MALVERN,14,0
11 Masters Street,1.0,3.0,-37.989214,145.222793,2.0,7140000.0,80722.0,house,2013.0,SC_112,718,hospital_119,565,S_184,596,19888,1149,DANDENONG,53,0
28 White Street,1.0,2.0,-37.826583,144.994173,0.0,8905000.0,52888.0,house,2010.0,SC_038,1989,hospital_146,990,S_076,1894,19907,255,CREMORNE,6,0
11 Perth Street,2.0,3.0,-37.850222,144.987085,2.0,16400000.0,83413.0,house,2009.0,SC_066,656,hospital_155,471,S_115,1616,19958,256,PRAHRAN,9,0
5 Henry Street,2.0,4.0,-37.8201724,145.043135,2.0,27200000.0,54566.0,house,2012.0,SC_083,664,hospital_127,916,S_208,675,19903,343,HAWTHORN,22,0
74 Cutter Street,1.0,2.0,-37.825777,145.007935,1.0,9360000.0,53733.0,house,2014.0,SC_038,1647,hospital_122,745,S_102,1622,19906,201,RICHMOND,11,0
257 Greaves Street North,2.0,3.0,-37.89103,144.640267,2.0,2871000.0,9784.0,house,2015.0,SC_012,3222,hospital_073,3782,S_236,2816,19921,2053,WERRIBEE,39,0
37 Fyffe Street,1.0,2.0,-37.75414276,144.9908752,2.0,11200000.0,31201.0,house,2008.0,SC_103,1891,hospital_144,1699,S_105,1173,20014,684,THORNBURY,23,0
13 Newton Street,1.0,3.0,-37.711915,144.935706,2.0,5222000.0,16481.0,house,2010.0,SC_030,2610,hospital_184,4325,S_004,606,20033,1418,GLENROY,59,0
9 Benkel Avenue,2.0,4.0,-37.9676857,145.0836487,2.0,4920000.0,91052.0,house,2008.0,SC_003,610,hospital_109,962,S_003,1911,19865,2263,CHELTENHAM,38,0
61 Underwood Road,1.0,2.0,-37.870749,145.289394,0.0,4824000.0,73900.0,house,2013.0,SC_049,3110,hospital_049,1081,S_146,1018,19869,1227,BORONIA,3,0
21-23 Edinburgh Road,1.0,4.0,-37.856593,145.262977,2.0,21930000.0,72202.0,house,2015.0,SC_032,5730,hospital_002,474,S_139,1554,19870,1715,BAYSWATER,0,1
10 Glassford Street,2.0,3.0,-37.852478,145.018387,1.0,18700000.0,68261.0,house,2011.0,SC_038,1596,hospital_132,855,S_115,1254,19946,436,ARMADALE,22,0
4 Banbury Crescent,1.0,4.0,-37.592464,144.925162,3.0,3795000.0,26742.0,house,2015.0,SC_016,1000,hospital_104,6495,S_178,798,40221,1910,CRAIGIEBURN,0,1
9 Havelock Street,1.0,3.0,-37.785358,144.879444,2.0,5335000.0,2559.0,house,2012.0,SC_052,1507,hospital_056,1049,S_049,1604,20023,1902,MAIDSTONE,19,0
2 Newlyn Court,2.0,3.0,-37.911091,145.277868,2.0,11645000.0,74132.0,house,2016.0,SC_049,3249,hospital_150,3393,S_199,2620,19867,3315,LYSTERFIELD,0,1
2 Royalty Avenue,1.0,3.0,-37.955756,145.042778,0.0,6792000.0,88600.0,house,2011.0,SC_079,752,hospital_082,1337,S_069,752,19872,819,HIGHETT,39,0
13 Roycroft Avenue,1.0,3.0,-37.75177383,144.7492523,1.0,4050000.0,8083.0,house,2009.0,SC_048,2202,hospital_057,5823,S_156,439,20002,4536,BURNSIDE,33,0
5 Aintree Street,2.0,4.0,-37.783041,145.312407,2.0,3690000.0,66447.0,house,2012.0,SC_084,2774,hospital_113,4404,S_224,2133,19877,190,MOOROOLBARK,54,0
5 Dawson Street,2.0,4.0,-37.7838511,145.1412672,2.0,13770000.0,51488.0,house,2011.0,SC_091,1391,hospital_194,2573,S_188,1559,19898,4104,DONCASTER,36,0
13 Newhaven Way,2.0,3.0,-37.747434,144.781729,2.0,3850000.0,8076.0,house,2011.0,SC_107,3182,hospital_057,3229,S_152,766,20002,1637,CAIRNLEA,33,0
6 Beaconsfield Parade,1.0,3.0,-37.76495361,144.9985809,1.0,5850000.0,30257.0,house,2009.0,SC_103,2839,hospital_035,846,S_105,1608,20015,164,NORTHCOTE,21,0
15 Union Street,2.0,3.0,-37.818859,144.993436,2.0,25220000.0,52402.0,house,2015.0,SC_068,1940,hospital_146,130,S_076,1047,19978,469,RICHMOND,6,0
5 Knox Street,1.0,3.0,-37.72560883,144.9906311,2.0,4015000.0,35094.0,house,2009.0,SC_103,1847,hospital_139,1108,S_030,764,20011,1113,RESERVOIR,29,0
14 Sheridan Court,2.0,3.0,-37.903132,144.996882,2.0,22440000.0,86142.0,house,2015.0,SC_015,4088,hospital_198,1040,S_151,797,19952,539,BRIGHTON,20,0
1 Emma Street,3.0,4.0,-38.077245,145.129473,1.0,9240000.0,94071.0,house,2014.0,SC_070,4808,hospital_043,7990,S_077,2813,19858,671,CARRUM,53,0
37 Henty Street,1.0,3.0,-37.719265,144.999806,1.0,7910000.0,34799.0,house,2010.0,SC_103,2269,hospital_139,243,S_030,1835,20010,686,RESERVOIR,32,0
